url,main_category
1st4immigration.com,Law_and_Government
1stdibs.com,Not_working
1stmarinerbank.com,Finance
1stuscu.org,Finance
1stwebdesigner.com,Internet_and_Telecom
1sudoku.net,Not_working
1tu.com,Arts_and_Entertainment
1x-bet.com,Gambling
1x2tools.com,Gambling
20000-names.com,Reference
2000fun.com,Beauty_and_Fitness
2001jeux.com,Games
2016dvlottery.com,Law_and_Government
20jack.net,Adult
20th.su,Reference
21cif.com,Internet_and_Telecom
21grandcasinos.com,Gambling
21novacasino.com,Gambling
21st.com,Finance
21yyte.org,Career_and_Education
220triathlon.com,Sports
230la.net,Business_and_Industry
241pizza.com,Food_and_Drink
247sudoku.com,Games
24betgr.com,Not_working
24day0am.com,Shopping
24hair.ru,Beauty_and_Fitness
24hourcampfire.com,Recreation_and_Hobbies
24hoursoflemons.com,Autos_and_Vehicles
24hr-onlinecasinos.com,Gambling
24om.com,Computer_and_Electronics
24option.com,Not_working
24petwatch.com,Pets_and_Animals
24subaru.ru,Autos_and_Vehicles
25pp.com,Not_working
263.com,Internet_and_Telecom
268generation.com,People_and_Society
270towin.com,Reference
27bslash6.com,Books_and_Literature
288-563.com,Gambling
28car.com,Autos_and_Vehicles
29bca6cb72a665c8.se,Not_working
2beeg.com,Adult
2bike.rs,Not_working
2cat.org,Pets_and_Animals
2chan.net,Internet_and_Telecom
2crow.com,Beauty_and_Fitness
2enero.com,Reference
2fixyourtrafficticket.com,Law_and_Government
2kxs.com,Games
2mb.ru,Science
2mycu.com,Finance
2net.co.il,Reference
2paintminiatures.com,Recreation_and_Hobbies
2percentracing.com,Sports
2raw4tv.com,Adult
2sao.vn,Arts_and_Entertainment
2zsberoun.cz,Career_and_Education
3000.tv,Arts_and_Entertainment
30daychange.co,Finance
30dayfitnesschallenges.com,Beauty_and_Fitness
310tv.com,News_and_Media
31ice.co.jp,Sports
3205-1105.co.jp,Finance
3237.fr,Health
32vegas.com,Gambling
34innlevent.com,Not_working
3533.com,Gambling
35766.info,Not_working
360-bo.com,Gambling
360kad.com,Health
365chess.com,Games
365rili.com,Not_working
365zhaosheng.com,Career_and_Education
3663cateringequipment.com,Shopping
366jours.free.fr,Not_working
38mama.ru,People_and_Society
39.net,Health
39bunshin.com,Beauty_and_Fitness
39dollarglasses.com,Health
3ayezakol.com,Food_and_Drink
3bees.com,Health
3bscientific.de,Health
3c41ddc0.se,Not_working
3c45d848d99.se,Not_working
3claws.com,Games
3d-galleru.ru,Arts_and_Entertainment
3daynovel.com,Books_and_Literature
3dbuzz.com,Computer_and_Electronics
3dcart.com,Computer_and_Electronics
3dcizim.net,Not_working
3ders.org,Not_working
3dhubs.com,Not_working
3dmgame.com,Games
3dmodel.vn,Not_working
3dsecure.no,Not_working
3houralcohol.com,Food_and_Drink
3kropki.pl,Games
3kzhushou.com,Computer_and_Electronics
3milliondogs.com,Pets_and_Animals
3rdmilclassrooms.com,Career_and_Education
3reef.com,Internet_and_Telecom
3run.co.uk,Sports
3si.org,Autos_and_Vehicles
3sk.tv,Not_working
3snews.net,News_and_Media
4-designer.com,Arts_and_Entertainment
4008-517-517.cn,Food_and_Drink
4008117117.com,Food_and_Drink
4008823823.com.cn,Food_and_Drink
401khelpcenter.com,Gambling
40kforums.com,Games
40kings.de,Games
40ozmaltliquor.com,Food_and_Drink
411-spyware.com,Computer_and_Electronics
411.info,Internet_and_Telecom
41q.com,Arts_and_Entertainment
42.pl,Internet_and_Telecom
4223.com,Games
4399.com,Games
442.com,Autos_and_Vehicles
4443.com,News_and_Media
45parallel.net,Books_and_Literature
4860.jp,Sports
4cls.org,Reference
4club.com,Sports
4credit.it,Recreation_and_Hobbies
4dfoot.com,Sports
4ewriting.com,Not_working
4gume.com,Autos_and_Vehicles
4kmoviesclub.com,Arts_and_Entertainment
4lapy.ru,Pets_and_Animals
4mat.jp,Internet_and_Telecom
4myskin.com,Beauty_and_Fitness
4noggins.com,Recreation_and_Hobbies
4puz.com,Not_working
4risk.net,Not_working
4rouesmotrices.com,Autos_and_Vehicles
4sound.se,Shopping
4wd.com,Autos_and_Vehicles
4wheeloffroad.com,Autos_and_Vehicles
4x4.tomsk.ru,Autos_and_Vehicles
4x4earth.com,Not_working
4x4groupbuy.com,Autos_and_Vehicles
4x4wire.com,Autos_and_Vehicles
5-wits.com,Recreation_and_Hobbies
500.com,Gambling
5000wt.ru,Shopping
500clubitalia.it,Autos_and_Vehicles
500wan.com,Recreation_and_Hobbies
50onred.com,Internet_and_Telecom
50states.com,Reference
50statescasino.com,Gambling
50style.pl,Shopping
511.org,Travel
511ia.org,Home_and_Garden
511mn.org,Business_and_Industry
51auto.com,Autos_and_Vehicles
51daifu.com,Not_working
51gongzhu.com,Reference
51testing.com,Internet_and_Telecom
52pojie.cn,Internet_and_Telecom
52survey.com,Business_and_Industry
551horai.co.jp,Food_and_Drink
55you.com,Games
5639.jp,Not_working
58.com,Not_working
5858.com,Internet_and_Telecom
591.com.tw,Not_working
592book.com,Internet_and_Telecom
59chaikovsky.ru,Not_working
59hardware.net,Arts_and_Entertainment
5aa5.com,Games
5checkit.com,Not_working
5dimes.com,Gambling
5markets.com,Not_working
5minecraft.net,Books_and_Literature
5psy.ru,Health
5starhookah.com,Not_working
5starvidz.com,Arts_and_Entertainment
6050.info,Not_working
6146.info,Not_working
6177.info,Internet_and_Telecom
66test.com,Career_and_Education
67-72chevytrucks.com,Autos_and_Vehicles
6825.info,Not_working
6enligne.net,Autos_and_Vehicles
6sqft.com,Business_and_Industry
7-62.com.ua,Arts_and_Entertainment
7004.info,Not_working
700bike.com,Games
720pizle.com,Arts_and_Entertainment
73-87chevytrucks.com,Autos_and_Vehicles
7769domain.com,Not_working
777-slot.org,Gambling
77bank.co.jp,Finance
77jackpot.com,Gambling
788-sb.com,Gambling
7apps.me,Computer_and_Electronics
7cedarscasino.com,Gambling
7dayvegan.com,Business_and_Industry
7emecercle.com,Games
7search.com,Internet_and_Telecom
7sultanscasino.com,Not_working
7tutorials.com,Science
7wifi.com.tw,Internet_and_Telecom
7y7.com,People_and_Society
800directories.com,Reference
813zy.com,Health
82cook.com,Not_working
82perfume.co.kr,Beauty_and_Fitness
831onair.com,Adult
8591.com.tw,Not_working
863c4c0c521.se,Not_working
86game.com,Games
877flynola.com,Career_and_Education
888casino.de,Gambling
888casino.es,Gambling
888casino.it,Gambling
888media-ru.com,Not_working
888sport.es,Gambling
88box.com,Games
8reader.com,Books_and_Literature
8theme.com,Internet_and_Telecom
90minut.pl,Sports
90pluswines.com,Food_and_Drink
90tv.ir,Computer_and_Electronics
91nas.com,Computer_and_Electronics
95095.com,Health
95516.com,Business_and_Industry
975folklore.com.ar,Arts_and_Entertainment
98ia.com,Internet_and_Telecom
99.com,Games
99acres.com,Business_and_Industry
99comic.com,Arts_and_Entertainment
99designs.com,Arts_and_Entertainment
9cache.com,Not_working
9darts.tv,Sports
9l.pl,Games
9lives.be,Games
9marks.org,Not_working
9nung.com,Arts_and_Entertainment
9types.com,News_and_Media
a-hus.se,Business_and_Industry
a-league.com.au,Sports
a-levelchemistry.co.uk,Science
a-model.ru,Recreation_and_Hobbies
a-parents-decision.co.uk,Health
a1decor.blogspot.ae,Home_and_Garden
a1lazer.com,Health
a2movements.com,Sports
a2zwholesale.co.uk,Shopping
a4papersize.org,Books_and_Literature
a4traduction.com,Food_and_Drink
a8.net,Not_working
a9vg.com,Games
aa2000.com.ar,Travel
aaaai.org,Health
aaaauto.sk,Autos_and_Vehicles
aaacloseout.com,Not_working
aaalife.com,Not_working
aaanet.org,Science
aaascholarships.org,Career_and_Education
aabb.org,Health
aabe3b.se,Not_working
aabeacon.com,Internet_and_Telecom
aabne-samlinger.dk,Reference
aabsport.dk,Sports
aacamuseum.org,Reference
aacc.org,Health
aaccnet.org,Science
aace.com,Business_and_Industry
aacfcu.com,Not_working
aacom.org,Business_and_Industry
aacrjournals.org,Health
aadl.com.dz,Law_and_Government
aadl.org,Reference
aaelectrolysis.com,Beauty_and_Fitness
aaets.org,Health
aafcu.com,Finance
aagaard-hair.dk,Beauty_and_Fitness
aagm.co.uk,Reference
aagrapevine.org,News_and_Media
aah.co.uk,Health
aaians2015.in,Not_working
aalbc.com,Books_and_Literature
aam-us.org,Reference
aanda.org,Science
aane.org,Health
aanekoski.fi,Law_and_Government
aao.org,Health
aaopt.org,Health
aapa.org,Career_and_Education
aapd.org,Health
aapel.org,People_and_Society
aapm.org,Health
aapolo.com,Sports
aapsonline.org,Not_working
aarc.org,Gambling
aarda.org,Health
aas.com.sg,Autos_and_Vehicles
aasarchitecture.com,Arts_and_Entertainment
aasha-online.com,People_and_Society
aasld.org,Health
aaslh.org,People_and_Society
aasmnet.org,Health
aastocks.com,Finance
aauw.org,People_and_Society
aavso.org,Science
aazk.org,Books_and_Literature
ab-inbev.com,Food_and_Drink
ab.com,Business_and_Industry
abacusintertrade.com,Beauty_and_Fitness
abainternational.org,Business_and_Industry
abalonemoon.com,News_and_Media
abank.com.tr,Finance
abanka.si,Finance
abarbeau.com,Arts_and_Entertainment
abardel.free.fr,Not_working
abarth-forum.de,Internet_and_Telecom
abb.com,Business_and_Industry
abbe-lib.org,Reference
abbe-raynal.org,Books_and_Literature
abbemuseum.org,Reference
abbiati.com,Not_working
abbott.com,Health
abbottsglen.com,Not_working
abbreviations.com,Reference
abbyy.com,Internet_and_Telecom
abc-cooking.co.jp,Food_and_Drink
abc-housing.co.jp,Business_and_Industry
abc-of-yoga.com,Beauty_and_Fitness
abc.sk,Computer_and_Electronics
abcam.com,Health
abcbyspu.com,Not_working
abcelectronique.com,Reference
abcfrases.com,Not_working
abcfundraising.com,People_and_Society
abclinuxu.cz,Computer_and_Electronics
abcnatation.fr,Sports
abcwoman.com,People_and_Society
abczdrowie.pl,Health
abd-bvd.be,Health
abeandlouies.com,Food_and_Drink
abegoa.com,Beauty_and_Fitness
abelkonkurransen.no,Science
abendgallery.com,Books_and_Literature
aberlour.com,Food_and_Drink
abetterfuel.com,Autos_and_Vehicles
abfnet.org,Business_and_Industry
abgent.com,Business_and_Industry
abgeordnetenwatch.de,News_and_Media
abhinav.com,Law_and_Government
abi-physik.de,Science
abilenecrimestoppers.com,Not_working
abilicaonline.dk,Shopping
abita.com,Food_and_Drink
abk.se,Business_and_Industry
abkuerzungen.de,Reference
ablebits.com,Computer_and_Electronics
abmp.com,Not_working
abnova.com,Not_working
aboca.com,Health
abok.ru,Not_working
abort73.com,Books_and_Literature
aboutairportparking.com,Autos_and_Vehicles
aboutbibleprophecy.com,People_and_Society
aboutfreelancewriting.com,Books_and_Literature
abouthealthclubs.co.uk,Beauty_and_Fitness
abovealltattoo.com,Law_and_Government
abpn.com,Health
abruzzo.it,Not_working
absinthe.com,Food_and_Drink
absinthenew.com,Not_working
absolu-modelisme.com,Recreation_and_Hobbies
absolute.com,Not_working
absoluteastronomy.com,Science
abstractfonts.com,Computer_and_Electronics
abudhabiairport.ae,Travel
aburreovejas.com,Business_and_Industry
abwholesaler.com,Food_and_Drink
abz.cz,Internet_and_Telecom
acacia-au.com,Law_and_Government
academia-abm.com,Career_and_Education
academia-pc.com.ua,Books_and_Literature
academicjournals.org,News_and_Media
academie-sciences.fr,Career_and_Education
academyadmissions.com,Career_and_Education
acads.net,Not_working
acainternational.org,Finance
acaloriecounter.com,Business_and_Industry
acampante.com,Business_and_Industry
acana.ru,Pets_and_Animals
acbl.org,Home_and_Garden
acc.co.nz,Not_working
acc.org,Health
accelrys.com,Not_working
accenttouch.com,Beauty_and_Fitness
acceptableanswers.com,Finance
access-moto.com,Autos_and_Vehicles
accessgenealogy.com,Not_working
accessiblefitness.com,Beauty_and_Fitness
accessidaho.org,Law_and_Government
accessola.com,Beauty_and_Fitness
accessoripalestra.it,Finance
accessscience.com,Science
accion.org,Finance
acclarisbenefits.com,Not_working
accordclubthailand.com,Autos_and_Vehicles
accordiagolf.com,Sports
accountemps.com,Career_and_Education
accountingtoday.com,Books_and_Literature
accp.com,Career_and_Education
accrispin.com,Books_and_Literature
accroprono.com,Gambling
acdcadz.com,Not_working
acdi-cida.gc.ca,Not_working
acdlabs.com,Business_and_Industry
ace2three.com,Books_and_Literature
acecamp.cn,Not_working
acecasinorental.com,People_and_Society
acecasinorentals.com,Gambling
acemag.dk,Gambling
aceproject.org,Reference
acer-group.com,Computer_and_Electronics
aceraft.com,Travel
acerbis.it,Not_working
acerevenue.com,Gambling
acesso.uol.com.br,Not_working
acfilosofia.org,Not_working
acfonline.org.au,Science
acfun.tv,Arts_and_Entertainment
acgme.org,Not_working
acgov.org,Law_and_Government
achaea.com,Games
achaqueagesasolutionretraite.fr,Business_and_Industry
achema.de,Science
achenet.org,Health
achievacu.com,Finance
achooallergy.com,Health
achuka.co.uk,Books_and_Literature
acibadem.com.tr,Games
acidalkalinediet.net,Not_working
acim.org,Books_and_Literature
aciprensa.com,News_and_Media
acl.lu,Autos_and_Vehicles
acledabank.com.kh,Finance
aclj.org,Law_and_Government
acls.jp,Health
aclu-wa.org,People_and_Society
aclunc.org,Law_and_Government
acm.org.sg,Reference
acmepackingcompany.com,Sports
acmilanfan.ru,Sports
acmods.net,Autos_and_Vehicles
acms.com,Not_working
acnemantra.com,Not_working
acnt.edu.au,Health
acocinar.com,Food_and_Drink
acog.org,Health
acole.com,Books_and_Literature
acomeamore.com,Pets_and_Animals
aconex.com,Business_and_Industry
acra.gov.sg,Finance
acri.org.il,Not_working
acris-antibodies.com,Health
acronymfinder.com,Reference
acros.com,Not_working
acrylicaquariums.com,Pets_and_Animals
acsearch.info,Internet_and_Telecom
acsfoundation.com.au,Not_working
acsp.org,Arts_and_Entertainment
acstechnologies.com,Computer_and_Electronics
actahort.org,Science
actavis.com,Not_working
actcertification.org,Not_working
actfashion.com,Beauty_and_Fitness
actionads.ru,Internet_and_Telecom
actionaid.org,People_and_Society
actioncontrelafaim.org,Business_and_Industry
actionforchildren.org.uk,People_and_Society
actiontec.com,Internet_and_Telecom
active.lviv.ua,Internet_and_Telecom
activecaptain.com,Autos_and_Vehicles
activeclub.com.ua,Travel
activecollab.com,Computer_and_Electronics
activeden.net,Autos_and_Vehicles
activedutyfitness.com,Beauty_and_Fitness
activeeurope.com,Sports
activegolf.com,Sports
activegreenross.com,Autos_and_Vehicles
activehairinc.com,Beauty_and_Fitness
activehistory.co.uk,Adult
activeradiator.com,Autos_and_Vehicles
activesaas.com,Not_working
activetrans.org,Business_and_Industry
activity-balance.de,Beauty_and_Fitness
activitytree.com,Recreation_and_Hobbies
actiz.nl,Career_and_Education
actoneprogram.com,Career_and_Education
actonmemoriallibrary.org,Reference
actonsoftware.com,Computer_and_Electronics
actontoyota.com,Autos_and_Vehicles
actorsaccess.com,Arts_and_Entertainment
acts29network.org,Not_working
acttab.com.au,Gambling
actu-environnement.com,Not_working
actualite-jeux.com,Gambling
actufinance.fr,News_and_Media
actunautique.com,Computer_and_Electronics
actv.it,Travel
acuite.fr,Health
acupuncture.org.uk,Health
acupuncturetoday.com,Health
acuvue.com,Not_working
acvarist.ro,Pets_and_Animals
ad-auto.fr,Autos_and_Vehicles
ad-net.info,Not_working
ad123m.com,Not_working
ada.com,Not_working
ada.fr,Autos_and_Vehicles
adac-motorsport.de,Autos_and_Vehicles
adalet.org,Law_and_Government
adamoads.com,Business_and_Industry
adamslibrary.org,Reference
adamsmith.org,Career_and_Education
adaptivepath.com,Business_and_Industry
adarshinternational.com,Science
adas.co.uk,Business_and_Industry
adata.org,Health
adbrothers.nl,Business_and_Industry
adc4gis.com,Internet_and_Telecom
adcombat.com,Adult
add-anime.net,Arts_and_Entertainment
addall.com,Books_and_Literature
addictionblog.org,Not_working
addictionrecoveryguide.org,Health
addictionsandrecovery.org,Health
additive3d.com,Computer_and_Electronics
addmembers.com,Not_working
addresses.com,Books_and_Literature
adelaideunited.com.au,Sports
adelirose.free.fr,Food_and_Drink
adeps.be,Beauty_and_Fitness
adeptra.net,Not_working
adesa.com,Autos_and_Vehicles
adha.org,Health
adhd-kids.narod.ru,Health
adhd.co.jp,Not_working
adhs-chaoten.net,Health
adictosaltrabajo.com,News_and_Media
adigaskell.org,News_and_Media
adintrend.com,Computer_and_Electronics
adirondack.net,Travel
adisney.com,Arts_and_Entertainment
aditec.ru,Travel
aditor.com,Not_working
adk2.co,Not_working
adk2x.com,Not_working
adkmuseum.org,Law_and_Government
adl.org,People_and_Society
adler-mannheim.de,News_and_Media
adlerfans.de,Books_and_Literature
adlibsoft.com,Finance
adlkerala.com,Not_working
adlure.net,Not_working
adm-pl.gov.ua,Law_and_Government
admarketplace.com,Internet_and_Telecom
admarketplace.net,Internet_and_Telecom
admin5.com,Internet_and_Telecom
admiral.com.ee,Not_working
adoia.ru,Books_and_Literature
adoptuskids.org,People_and_Society
adorablethemes.com,Internet_and_Telecom
adoradayspa.com,Beauty_and_Fitness
adorama.com,Shopping
adoreasia.com,People_and_Society
adornedmagazine.com,News_and_Media
adp.in,Business_and_Industry
adplan-ds.com,Internet_and_Telecom
adprotect.net,Not_working
adpublimo.com,Not_working
adr.org,Law_and_Government
adrenalfatigue.org,Health
adrenalin.com.au,Not_working
adrenalinevancity.com,Beauty_and_Fitness
adriandingleschemistrypages.com,Law_and_Government
adrpanel.es,Internet_and_Telecom
ads.gov.ba,Career_and_Education
ads2srv.com,Not_working
adsalsaitalybranch.com,Business_and_Industry
adschemist.com,Business_and_Industry
adservingsolutionsinc.com,Not_working
adsip.jp,Not_working
adsmkt.net,Not_working
adsparadise.net,Not_working
adsparkmedia.net,Internet_and_Telecom
adsplatform.com,Not_working
adsplay.in,Business_and_Industry
adsrvmedia.net,Not_working
adstract.com,Health
adsupplymedia.com,Internet_and_Telecom
adsv7.com,Not_working
adtbusinesssecurity.com,Business_and_Industry
adu.ch,Autos_and_Vehicles
aduanas.gub.uy,Law_and_Government
aduanet.gob.pe,Not_working
adupri.cl,News_and_Media
advance-africa.com,Not_working
advanceadapters.com,Autos_and_Vehicles
advanceamerica.net,Not_working
advancedbionics.com,Law_and_Government
advancedeventsystems.com,Not_working
advancedfertility.com,Computer_and_Electronics
advancedinfusion.net,Not_working
advancedlaserandskin.com,Beauty_and_Fitness
advancedpccare.com,Computer_and_Electronics
advancedprostatecancer.net,Health
advancedtautactica.com,Internet_and_Telecom
advantage.com,Books_and_Literature
advantagefcu.org,Finance
advantageplayer.com,Not_working
advantagesportsbetting.com,Gambling
adventistbookcenter.com,Books_and_Literature
adventisthealthcare.com,Health
adventistonline.com,People_and_Society
adventistreview.org,People_and_Society
adventureaquarium.com,Pets_and_Animals
adventurecycling.org,Sports
adventurefeeds.com,Internet_and_Telecom
adventureharley.com,Autos_and_Vehicles
adveovision.net,Not_working
advertiserad.com,Business_and_Industry
advertising.com,Not_working
advertserve.com,News_and_Media
advetime.ru,Arts_and_Entertainment
advil.com,Health
advita.ru,Health
advocaat.be,Law_and_Government
advokatenhjelperdeg.no,Law_and_Government
advokatymoscow.ru,Law_and_Government
adw.org,People_and_Society
adwingate.com,Not_working
ae88.com,Gambling
aeaweb.org,Science
aeb.org,Food_and_Drink
aecc.ac.uk,Career_and_Education
aecc.es,Health
aecf.org,People_and_Society
aefa.es,Recreation_and_Hobbies
aekfc.gr,Sports
aelg.org,Science
aelius.com,Books_and_Literature
aepc.es,Business_and_Industry
aera-online.de,Health
aerial.net,Not_working
aerith.net,Science
aero.org,Business_and_Industry
aerobia.ru,Not_working
aerofarms.com,Business_and_Industry
aerofitness.hr,Beauty_and_Fitness
aerolite.org,Business_and_Industry
aeromobil.com,Autos_and_Vehicles
aeromodelisme.be,Autos_and_Vehicles
aeroplanner.com,Travel
aerosoft.de,Games
aerospace-technology.com,Business_and_Industry
aerospaceweb.org,Science
aeroweb.cz,Autos_and_Vehicles
aerzte-ohne-grenzen.de,Health
af-110.com,Not_working
af.cm,Not_working
afaa.com,Beauty_and_Fitness
afagmasud.blogspot.com,Books_and_Literature
afamilyfeast.com,Not_working
afb.org,Health
afcb.co.uk,Sports
afcd.gov.hk,Law_and_Government
afcdealer.com,Adult
afdanalyse.ru,Finance
afepower.com,Autos_and_Vehicles
affairdating.com,Not_working
affarsverken.se,Business_and_Industry
affcamp.co.in,Not_working
affectivelaboratory.org,Science
affiliatelounge.com,Internet_and_Telecom
affiliateno1.com,Internet_and_Telecom
affiliateringtone.com,Internet_and_Telecom
affiliatetechnology.com,Internet_and_Telecom
affiliatewide.com,Not_working
affiliaxe.com,Business_and_Industry
affinityfcu.org,Beauty_and_Fitness
affinityhealth.org,Health
affordablecremationaz.com,People_and_Society
afforums.com,Games
affrc.go.jp,Science
afftrack.com,Internet_and_Telecom
affutd.com,Gambling
afideo.org,Law_and_Government
afisha.uz,Not_working
aflam4you.tv,Not_working
aflamonlinee.org,Arts_and_Entertainment
afloat.ie,Autos_and_Vehicles
afm-telethon.fr,Books_and_Literature
afm.nl,Finance
aforismo.ru,Not_working
afp.gov.au,Law_and_Government
afportal.ru,Science
afreecodec.com,Computer_and_Electronics
afreserve.com,Law_and_Government
africa-union.org,Not_working
africam.com,Travel
african-organic.com,Not_working
africanbettingclan.com,Gambling
africangaming.net,Not_working
africarice.org,Science
afrikamuseum.nl,Reference
afro.cz,News_and_Media
afrodita.md,Beauty_and_Fitness
afroditeantik.se,Shopping
afsascholarship.org,Career_and_Education
afsc.org,People_and_Society
afsp.org,Finance
aftabir.com,News_and_Media
afteradoption.org.uk,Arts_and_Entertainment
afternic.com,Internet_and_Telecom
afterpsychotherapy.com,Health
afterschoolafrica.com,Career_and_Education
aftnet.be,Sports
aftrlife23.appspot.com,People_and_Society
against-the-grain.com,Business_and_Industry
againstallgrain.com,Books_and_Literature
againstmalaria.com,Health
agapelive.com,People_and_Society
agate.ch,Business_and_Industry
agatha.christie.free.fr,Gambling
agatha.com,Gambling
agauchepress.com,News_and_Media
agawak.com,Recreation_and_Hobbies
agbioworld.org,Business_and_Industry
agc.gov.sg,Law_and_Government
agci.org,Science
agclassroom.org,Career_and_Education
agcocorp.com,Business_and_Industry
agcom.it,Internet_and_Telecom
agefi.fr,Finance
agemployeebenefits.be,Not_working
agenaastro.com,Business_and_Industry
agence-biomedecine.fr,Health
agenciatributaria.es,Beauty_and_Fitness
agenciatributaria.gob.es,Not_working
agentresearch.com,Books_and_Literature
agenziascommesse.com,Not_working
aggaming.net,Gambling
agidra.com,Food_and_Drink
agilealliance.org,Computer_and_Electronics
agilemodeling.com,Computer_and_Electronics
agitateur-floral.com,Shopping
agiweb.org,Science
agl.com.au,Not_working
aglr.com,Business_and_Industry
agmarknet.nic.in,Business_and_Industry
ago.go.th,Law_and_Government
agonia.ro,Books_and_Literature
agony89.com,Beauty_and_Fitness
agr.gc.ca,Not_working
agr.hr,Career_and_Education
agrand.ru,Autos_and_Vehicles
agrarheute.com,Business_and_Industry
agresearch.co.nz,Business_and_Industry
agri-bank.com,Finance
agri-convivial.com,Science
agricolacastelao.com,Business_and_Industry
agricoop.nic.in,Law_and_Government
agriculture-de-conservation.com,Science
agriculture.gov.ie,Not_working
agriculturejournals.cz,Science
agriinfo.in,Not_working
agrisupportonline.com,Not_working
agromage.com,Business_and_Industry
agroparts.com,Business_and_Industry
agropolis.fr,Business_and_Industry
agroscience.com.ua,Science
agscientific.com,Science
aguilas.com,Sports
agustawestland.com,Business_and_Industry
agv.com,Autos_and_Vehicles
agweb.com,Not_working
ah.nl,People_and_Society
aha-studio.com,Autos_and_Vehicles
ahbai.org,Not_working
ahd.com,Reference
ahead.org,Career_and_Education
ahg.com.au,Autos_and_Vehicles
ahip.org,Business_and_Industry
ahlalhdeeth.com,Internet_and_Telecom
ahmetalpat.com,Computer_and_Electronics
ahmp.cz,Reference
ahold.nl,Games
ahyc.cn,Business_and_Industry
aia-pt.com.hk,Finance
aia.co.th,Business_and_Industry
aia.com.vn,Not_working
aia.gr,Travel
aiag.org,Autos_and_Vehicles
aiasfitness.edu.au,Beauty_and_Fitness
aib.ie,Not_working
aib.it,Reference
aiba.org,Sports
aibonline.org,Health
aichi-pu.ac.jp,Career_and_Education
aicpcu.org,Career_and_Education
aide-handicap.info,People_and_Society
aidells.com,Food_and_Drink
aids.gov.br,Law_and_Government
aidshealth.org,Health
aidshilfe.de,Health
aidsmap.com,Health
aier.org,News_and_Media
aiesec.co.uk,Career_and_Education
aifs.gov.au,Law_and_Government
aig.com,Finance
aiga.org,Not_working
aihw.gov.au,Finance
aikakone.org,Books_and_Literature
aikbanka.rs,Finance
aim400kg.ru,Health
aimac.it,Health
